word,percentage_known,Prevalence
affixer,0.76,0.6940000000000001
affixture,0.66,0.419
afflation,0.38,-0.292
afflatus,0.14,-1.045
afflict,0.97,1.8840000000000001
afflicted,1.0,2.423
afflicter,0.7,0.523
afflicting,0.99,2.187
affliction,1.0,2.331
afflictive,0.81,0.8809999999999999
afflictively,0.51,0.037000000000000005
affluence,1.0,2.331
affluent,0.99,2.247
affluently,0.99,2.124
afflux,0.64,0.365
afford,1.0,2.423
affordability,0.99,2.116
affordable,1.0,2.4219999999999997
afforest,0.24,-0.71
afforestation,0.36,-0.361
affranchise,0.4,-0.244
affray,0.63,0.326
affricate,0.26,-0.647
affricated,0.22,-0.765
affrication,0.21,-0.7879999999999999
affricative,0.31,-0.491
affright,0.45,-0.136
affrighted,0.49,-0.024
affrightedly,0.33,-0.43
affront,0.95,1.581
affronted,0.95,1.5819999999999999
affronter,0.63,0.336
affronting,0.85,1.04
affrontingly,0.66,0.40700000000000003
afghan,0.97,1.845
aficionado,0.85,1.01
afield,0.78,0.767
afire,0.8,0.821
aflame,0.93,1.452
afloat,1.0,2.435
aflutter,0.81,0.851
afoot,0.96,1.712
afore,0.81,0.8690000000000001
aforehand,0.75,0.67
aforementioned,0.97,1.855
aforesaid,0.75,0.679
aforethought,0.78,0.76
aforetime,0.63,0.33
aforetimes,0.67,0.428
afoul,0.77,0.741
afraid,1.0,2.332
afresh,0.84,0.961
afro,0.96,1.7380000000000002
aft,0.86,1.055
after,0.99,2.322
afterbirth,0.99,2.17
afterburner,0.88,1.136
afterburning,0.85,1.022
aftercare,0.96,1.7069999999999999
afterdamp,0.28,-0.58
afterdeck,0.58,0.20600000000000002
aftereffect,0.85,1.028
aftergame,0.77,0.746
afterglow,0.98,1.9809999999999999
afterguard,0.68,0.465
afterhours,0.92,1.3719999999999999
afterimage,0.67,0.428
afterlife,0.99,2.18
afterload,0.74,0.637
aftermarket,0.87,1.113
aftermath,0.99,2.2359999999999998
aftermost,0.71,0.556
afternoon,1.0,2.4459999999999997
afternoons,0.99,2.319
afterparty,0.93,1.4509999999999998
afterpiece,0.68,0.45899999999999996
aftersale,0.82,0.897
afterschool,0.91,1.334
aftershave,0.99,2.241
aftershock,1.0,2.438
aftertaste,0.98,2.004
afterthought,0.97,1.882
aftertime,0.75,0.669
aftertimes,0.69,0.483
afterward,0.99,2.242
afterwards,0.99,2.175
afterword,0.92,1.3559999999999999
afterworld,0.9,1.235
again,1.0,2.431
against,1.0,2.33
agama,0.15,-1.035
agamid,0.09,-1.29
agapanthus,0.32,-0.467
agape,0.93,1.4140000000000001
agar,0.65,0.37
agarose,0.2,-0.818
agate,0.88,1.1640000000000001
agateware,0.23,-0.716
agave,0.82,0.894
age,1.0,2.44
aged,1.0,2.576
agedly,0.7,0.53
agedness,0.71,0.5479999999999999
ageism,0.9,1.24
ageist,0.86,1.083
ageless,1.0,2.426
agelessness,0.93,1.4569999999999999
agency,1.0,2.351
agenda,0.99,2.1069999999999998
agendum,0.55,0.124
agenesis,0.43,-0.183
agent,1.0,2.432
agential,0.31,-0.48700000000000004
agentive,0.31,-0.485
ager,0.52,0.043
ageratum,0.14,-1.07
aggie,0.44,-0.14400000000000002
aggiornamento,0.1,-1.24
agglomerate,0.52,0.055999999999999994
agglomerated,0.55,0.133
agglomeration,0.57,0.175
agglomerative,0.42,-0.195
agglutinant,0.26,-0.649
agglutinate,0.36,-0.349
agglutination,0.38,-0.309
agglutinative,0.25,-0.657
agglutinin,0.15,-1.003
aggradation,0.44,-0.138
aggrandize,0.66,0.413
aggrandizement,0.61,0.276
aggrandizer,0.59,0.225
aggravate,0.98,2.022
aggravated,0.99,2.141
aggravating,0.98,2.053
aggravatingly,0.89,1.213
aggravation,0.98,2.005
aggravator,0.97,1.82
aggregate,0.98,1.984
aggregately,0.79,0.785
aggregation,0.97,1.8259999999999998
aggregative,0.79,0.7909999999999999
aggregator,0.92,1.36
aggress,0.67,0.431
aggression,0.99,2.181
aggressive,1.0,2.441
aggressively,0.99,2.256
aggressiveness,0.99,2.122
aggressor,0.99,2.169
aggrieve,0.86,1.065
aggrieved,0.92,1.354
aggrievedly,0.71,0.5379999999999999
aghast,0.94,1.537
agile,0.99,2.177
agilely,0.77,0.7390000000000001
agility,0.99,2.235
aging,0.98,1.901
agitate,0.98,1.92
agitated,0.99,2.244
agitatedly,0.89,1.181
agitation,0.99,2.185
agitator,0.97,1.8230000000000002
agitprop,0.27,-0.619
agleam,0.39,-0.264
aglet,0.38,-0.298
agley,0.12,-1.1440000000000001
aglitter,0.52,0.051
aglow,0.88,1.168
agnail,0.12,-1.18
agnate,0.41,-0.218
agnatic,0.22,-0.762
agnation,0.26,-0.642
agnomen,0.28,-0.578
agnosia,0.42,-0.20600000000000002
agnostic,0.98,2.015
agnostically,0.94,1.4909999999999999
agnosticism,0.93,1.462
ago,0.99,2.102
agog,0.73,0.608
agonic,0.32,-0.46
agonist,0.71,0.5489999999999999
agonistic,0.8,0.846
agonistically,0.76,0.6859999999999999
agonistics,0.69,0.47700000000000004
agonize,0.99,2.133
agonizing,0.99,2.247
agonizingly,0.99,2.09
agony,0.99,2.181
agora,0.64,0.364
agoraphobia,0.94,1.517
agoraphobic,0.92,1.348
agouti,0.18,-0.8859999999999999
agrarian,0.77,0.716
agrarianism,0.61,0.273
agree,1.0,2.576
agreeability,0.92,1.37
agreeable,1.0,2.576
agreeableness,0.88,1.171
agreeably,0.99,2.138
agreed,1.0,2.333
agreeing,1.0,2.4330000000000003
agreement,1.0,2.576
agribusiness,0.72,0.5760000000000001
agricultural,0.99,2.136
agriculturalist,0.99,2.141
agriculturally,0.98,1.984
agriculture,1.0,2.431
agriculturist,0.96,1.663
agrobacterium,0.55,0.129
agrobiologist,0.79,0.8009999999999999
agrochemical,0.74,0.649
agrological,0.46,-0.10400000000000001
agrology,0.34,-0.418
agronomic,0.72,0.575
agronomical,0.65,0.39299999999999996
agronomics,0.77,0.7340000000000001
agronomist,0.69,0.503
agronomy,0.64,0.34299999999999997
aground,0.87,1.088
ague,0.54,0.1
aguish,0.35,-0.379
ah,0.94,1.508
aha,0.79,0.7809999999999999
ahead,1.0,2.576
ahem,0.91,1.301
ahimsa,0.1,-1.272
ahistoric,0.52,0.04
ahistorical,0.62,0.297
ahold,0.77,0.726
ahoy,0.97,1.868
aid,0.99,2.254
aide,0.97,1.7990000000000002
aider,0.6,0.245
aides,0.92,1.4
aidless,0.8,0.836
aids,1.0,2.342
aigrette,0.13,-1.107
aiguillette,0.22,-0.7759999999999999
aikido,0.59,0.225
ail,0.81,0.8690000000000001
ailanthus,0.12,-1.149
aileron,0.36,-0.35700000000000004
ailing,0.96,1.682
ailment,0.99,2.073
aim,0.99,2.26
aimer,0.63,0.336
aiming,1.0,2.437
aimless,0.99,2.165
aimlessly,0.99,2.325
aimlessness,0.98,1.889
air,1.0,2.576
airbag,1.0,2.438
airbase,0.97,1.7630000000000001
airbed,0.92,1.369
airboat,0.89,1.196
airborne,1.0,2.424
airbrush,0.99,2.244
aircraft,1.0,2.437
aircraftman,0.85,1.008
aircraftsman,0.87,1.114
aircrew,0.94,1.494
airdrome,0.49,-0.023
airdrop,0.85,1.0090000000000001
airfare,0.97,1.8330000000000002
airfield,0.98,2.04
airflow,1.0,2.576
airfoil,0.66,0.401
airforce,0.95,1.619
airframe,0.75,0.6779999999999999
airfreight,0.91,1.3159999999999998
airhead,0.99,2.24
airily,0.83,0.961
airiness,0.9,1.281
airing,0.97,1.834
airless,0.96,1.7519999999999998
airlift,0.99,2.1109999999999998
airline,1.0,2.428
airliner,0.98,2.021
airlock,0.98,2.022
airmail,0.97,1.838
airman,0.96,1.69
airmanship,0.83,0.946
airmobile,0.68,0.456
airpark,0.65,0.392
airplane,1.0,2.435
airplay,0.93,1.474
airport,1.0,2.346
airpower,0.91,1.2930000000000001
airproof,0.86,1.0490000000000002
airscrew,0.47,-0.083
airshaft,0.93,1.435
airship,0.97,1.815
airshow,0.97,1.7590000000000001
airsick,0.91,1.296
airsickness,0.93,1.439
airspace,0.99,2.0669999999999997
airspeed,0.97,1.781
airstream,0.97,1.88
airstrike,0.98,1.956
airstrip,0.99,2.12
airtight,0.98,1.892
airtime,0.99,2.184
airwards,0.59,0.23600000000000002
airwave,0.99,2.1790000000000003
airway,1.0,2.576
airwoman,0.72,0.57
airworthiness,0.71,0.557
airworthy,0.88,1.135
airy,0.96,1.7519999999999998
aisle,0.99,2.072
aisled,0.66,0.396
aitch,0.21,-0.7879999999999999
aitchbone,0.09,-1.3119999999999998
ajar,0.96,1.74
aka,0.64,0.361
akimbo,0.72,0.588
akin,0.94,1.515
al,0.41,-0.235
ala,0.37,-0.32799999999999996
alabaster,0.92,1.396
alack,0.53,0.064
alackaday,0.27,-0.597
alacritous,0.45,-0.13
alacrity,0.75,0.669
alameda,0.39,-0.284
alanine,0.37,-0.322
alar,0.19,-0.8690000000000001
alarm,1.0,2.576
alarmclock,0.77,0.74
alarmed,1.0,2.434
alarming,1.0,2.576
alarmingly,0.99,2.0709999999999997
alarmism,0.82,0.887
alarmist,0.97,1.829
alarum,0.24,-0.695
alary,0.11,-1.186
alas,0.97,1.829
alb,0.22,-0.7659999999999999
alba,0.54,0.092
albacore,0.73,0.602
albatross,0.96,1.676
albedo,0.27,-0.607
albeit,0.91,1.338
albescence,0.2,-0.821
albinism,0.81,0.858
albino,0.99,2.241
album,1.0,2.431
albumen,0.66,0.406
albumenize,0.32,-0.457
albumin,0.61,0.28
albuminoidal,0.28,-0.563
albuminuria,0.24,-0.69
albuterol,0.59,0.21899999999999997
alcazar,0.47,-0.081
alchemic,0.86,1.063
alchemical,0.69,0.478
alchemically,0.8,0.8340000000000001
alchemist,0.98,1.942
alchemistic,0.9,1.249
alchemistical,0.53,0.065
alchemize,0.8,0.8140000000000001
alchemy,0.97,1.847
alcohol,1.0,2.437
alcoholic,0.99,2.173
alcoholically,0.65,0.37
alcoholism,1.0,2.4290000000000003
alcoholmeter,0.49,-0.016
alcoholometry,0.35,-0.38299999999999995
alcove,0.94,1.526
aldehyde,0.49,-0.016
alder,0.76,0.696
alderman,0.73,0.615
aldermanic,0.23,-0.7170000000000001
aldermanity,0.13,-1.131
aldermanship,0.62,0.29100000000000004
alderwoman,0.64,0.36700000000000005
aldosterone,0.26,-0.633
ale,0.98,2.015
aleck,0.3,-0.515
alee,0.3,-0.519
alehouse,0.87,1.095
alembic,0.29,-0.547
aleph,0.36,-0.34600000000000003
alephs,0.31,-0.485
alert,1.0,2.3280000000000003
alertly,0.88,1.161
alertness,0.99,2.261
alewife,0.37,-0.33899999999999997
alexandrine,0.41,-0.215
alexandrite,0.55,0.134
alexia,0.4,-0.25
alexic,0.19,-0.8690000000000001
alexipharmic,0.1,-1.238
alfalfa,0.9,1.281
alfresco,0.9,1.2770000000000001
alga,0.41,-0.218
algae,0.98,2.013
algaecide,0.62,0.31
algal,0.32,-0.45799999999999996
algarroba,0.05,-1.578
algebra,0.99,2.157
algebraic,0.97,1.79
algebraically,0.93,1.413
algebraist,0.65,0.385
algid,0.14,-1.0659999999999998
algidity,0.15,-1.0290000000000001
alginate,0.42,-0.21
algoid,0.2,-0.8240000000000001
algolagnic,0.08,-1.3659999999999999
algological,0.32,-0.451
algologist,0.29,-0.54
algometry,0.33,-0.446
algorism,0.5,0.0
algorithm,0.93,1.4480000000000002
algorithmic,0.95,1.5830000000000002
alias,0.99,2.104
alibi,0.97,1.7690000000000001
alidade,0.11,-1.229
alien,0.99,2.171
alienability,0.72,0.5770000000000001
alienable,0.83,0.935
alienate,0.99,2.115
alienation,0.98,1.95
alienator,0.89,1.206
alienist,0.72,0.58
aliens,1.0,2.434
alight,0.92,1.3619999999999999
align,0.99,2.176
aligner,0.76,0.685
alignment,0.99,2.17
alike,1.0,2.438
alikeness,0.78,0.773
aliment,0.64,0.36
alimental,0.51,0.026000000000000002
alimentary,0.64,0.36
alimentation,0.6,0.261
alimentative,0.48,-0.04
alimony,0.95,1.61
aliped,0.11,-1.203
aliphatic,0.25,-0.669
aliquant,0.26,-0.644
aliquot,0.24,-0.69
alit,0.48,-0.051
alive,0.99,2.315
aliveness,0.65,0.382
alizarin,0.12,-1.171
alkahest,0.05,-1.629
alkalescency,0.22,-0.778
alkali,0.86,1.075
alkalimeter,0.58,0.20600000000000002
alkaline,0.99,2.1919999999999997
alkalinity,0.83,0.9520000000000001
alkalinize,0.81,0.861
alkalization,0.84,0.968
alkalize,0.83,0.9279999999999999
alkaloid,0.91,1.297
alkalosis,0.38,-0.305
alkane,0.42,-0.204
alkanet,0.13,-1.121
alkene,0.41,-0.23
alky,0.26,-0.64
alkyd,0.22,-0.775
alkyl,0.46,-0.095
alkylation,0.39,-0.28800000000000003
all,0.99,2.322
allantois,0.05,-1.6059999999999999
allay,0.68,0.475
allayer,0.31,-0.491
allayment,0.39,-0.275
allegation,0.98,1.9469999999999998
allege,0.85,1.0290000000000001
allegeable,0.71,0.552
alleged,0.98,1.923
allegedly,0.98,2.05
alleger,0.54,0.109
allegiance,1.0,2.435
allegiant,0.71,0.537
allegoric,0.87,1.087
allegorical,0.9,1.284
allegorically,0.91,1.2990000000000002
allegorist,0.81,0.866
allegoristic,0.76,0.6970000000000001
allegorize,0.79,0.8059999999999999
allegory,0.95,1.5659999999999998
allegretto,0.66,0.401
allegro,0.91,1.328
allele,0.54,0.10300000000000001
allelic,0.25,-0.682
alleluia,0.6,0.239
allemande,0.44,-0.138
allergen,0.98,1.889
allergenic,0.96,1.6580000000000001
allergic,0.99,2.195
allergist,0.93,1.411
allergy,1.0,2.444
alleviate,0.98,1.963
alleviation,0.95,1.614
alleviative,0.85,1.041
alleviator,0.84,0.988
alleviatory,0.69,0.49
alley,0.99,2.187
alleyway,0.94,1.554
alliaceous,0.2,-0.826
alliance,0.99,2.252
allied,0.99,2.18
allies,0.99,2.186
alligator,0.99,2.169
alliterate,0.86,1.064
alliteration,0.97,1.821
alliterative,0.86,1.046
alliteratively,0.8,0.826
alliterativeness,0.73,0.598
allium,0.5,-0.011000000000000001
allocable,0.53,0.064
allocate,0.99,2.241
allocation,0.98,1.962
allocative,0.71,0.557
allocator,0.92,1.367
allocution,0.64,0.365
allogeneic,0.53,0.075
allograft,0.22,-0.765
allograph,0.5,-0.003
allomorph,0.36,-0.36700000000000005
allomorphic,0.55,0.11699999999999999
allonym,0.27,-0.614
allopath,0.32,-0.45899999999999996
allopathic,0.5,0.003
allopathically,0.44,-0.158
allophone,0.31,-0.504
allopolyploid,0.2,-0.8290000000000001
allopurinol,0.22,-0.777
allosteric,0.3,-0.526
allot,0.72,0.5720000000000001
allotment,0.96,1.676
allotrope,0.59,0.228
allotropic,0.61,0.28
allotropically,0.42,-0.191
allotropy,0.47,-0.073
allotter,0.5,0.012
allover,0.47,-0.083
allow,0.99,2.171
allowable,0.98,1.9769999999999999
allowableness,0.42,-0.19
allowably,0.79,0.8029999999999999
allowance,1.0,2.332
allowedly,0.57,0.182
alloy,0.98,1.905
allspice,0.88,1.18
allude,0.96,1.6909999999999998
allure,0.98,2.041
allurement,0.75,0.659
allurer,0.68,0.47600000000000003
alluring,0.98,2.0180000000000002
alluringly,0.94,1.484
alluringness,0.72,0.586
allusion,0.88,1.1440000000000001
allusive,0.89,1.199
allusively,0.84,0.982
allusiveness,0.9,1.235
alluvia,0.43,-0.179
alluvial,0.57,0.171
alluvium,0.54,0.09300000000000001
ally,0.97,1.798
alma,0.8,0.8240000000000001
almagest,0.15,-1.024
almanac,0.94,1.515
almandine,0.45,-0.13
almightily,0.72,0.588
almightiness,0.87,1.089
almighty,1.0,2.427
almond,0.99,2.324
almoner,0.22,-0.747
almonry,0.12,-1.1740000000000002
almost,1.0,2.434
alms,0.82,0.894
almsgiver,0.7,0.52
almsgiving,0.65,0.38
almshouse,0.66,0.405
almsman,0.59,0.221
almswoman,0.58,0.196
alnico,0.05,-1.649
aloe,0.98,1.996
aloft,0.98,1.9140000000000001
aloha,0.93,1.4609999999999999
alone,1.0,2.334
aloneness,0.85,1.0270000000000001
along,0.99,2.241
alongshore,0.68,0.47100000000000003
alongside,0.98,1.945
aloof,0.98,1.974
aloofly,0.67,0.44
aloofness,0.95,1.574
alopecia,0.76,0.6859999999999999
aloud,1.0,2.347
alp,0.85,1.011
alpaca,0.93,1.429
alpenglow,0.22,-0.772
alpenhorn,0.31,-0.494
alpenstock,0.24,-0.7070000000000001
alpha,0.99,2.234
alphabet,1.0,2.343
alphabetic,0.98,1.9709999999999999
alphabetical,0.99,2.162
alphabetically,0.99,2.244
alphabetization,0.92,1.386
alphabetize,0.96,1.696
alphabetizer,0.87,1.094
alphanumeric,0.9,1.266
alphanumerical,0.94,1.524
alphorn,0.18,-0.8959999999999999
alpine,0.99,2.126
alpinism,0.49,-0.032
alpinist,0.59,0.228
alprazolam,0.26,-0.626
already,1.0,2.4330000000000003
alright,0.95,1.62
alsike,0.02,-1.931
also,1.0,2.576
alt,0.77,0.733
altar,0.99,2.182
altarpiece,0.85,1.033
alter,0.99,2.19
alterability,0.86,1.053
alterable,0.94,1.545
alterably,0.72,0.569
alteration,1.0,2.426
alterative,0.64,0.348
altercate,0.86,1.074
altercation,0.99,2.084
altercative,0.52,0.044000000000000004
alternant,0.48,-0.042
alternate,1.0,2.443
alternately,0.98,1.89
alternating,1.0,2.426
alternation,0.85,1.0290000000000001
alternative,1.0,2.576
alternatively,0.99,2.32
alternativeness,0.71,0.55
alternator,0.96,1.73
althea,0.33,-0.436
althorn,0.13,-1.107
although,0.99,2.266
altimeter,0.81,0.882
altimetry,0.46,-0.094
altissimo,0.56,0.141
altitude,0.99,2.075
altitudinal,0.77,0.715
alto,0.93,1.4709999999999999
altogether,0.98,1.91
altruism,0.94,1.4909999999999999
altruist,0.91,1.295
altruistic,0.93,1.4140000000000001
altruistically,0.93,1.421
alular,0.17,-0.96
alum,0.82,0.8959999999999999
alumina,0.49,-0.023
aluminate,0.56,0.152
aluminiferous,0.48,-0.06
aluminize,0.68,0.465
aluminothermy,0.25,-0.682
aluminous,0.61,0.27699999999999997
aluminum,0.99,2.079
alumna,0.72,0.575
alumnae,0.8,0.828
alumni,0.98,1.899
alumnus,0.87,1.103
alumroot,0.36,-0.348
alveolar,0.47,-0.07200000000000001
alveoli,0.65,0.371
alveolus,0.36,-0.348
always,0.99,2.249
alyssum,0.53,0.067
alzheimer,0.99,2.086
am,0.99,2.3209999999999997
amah,0.14,-1.052
amalgam,0.8,0.8140000000000001
amalgamable,0.64,0.345
amalgamate,0.84,0.992
amalgamated,0.86,1.077
amalgamation,0.86,1.047
amalgamative,0.7,0.521
amalgamator,0.74,0.635
amandine,0.41,-0.228
amanita,0.16,-0.963
amantadine,0.38,-0.304
amanuenses,0.2,-0.821
amanuensis,0.29,-0.5489999999999999
amaranth,0.52,0.059000000000000004
amaranthine,0.49,-0.031
amarelle,0.16,-0.996
amaretto,0.92,1.39
amaryllidaceous,0.17,-0.929
amaryllis,0.71,0.557
amass,0.92,1.3559999999999999
amasser,0.46,-0.095
amassment,0.6,0.261
amateur,0.99,2.3040000000000003
amateurish,0.94,1.526
amateurishly,0.9,1.2590000000000001
amateurishness,0.81,0.8640000000000001
amateurism,0.93,1.415
amateurship,0.67,0.441
amative,0.21,-0.809
amatively,0.22,-0.76
amativeness,0.14,-1.065
amatol,0.19,-0.884
amatory,0.4,-0.25
amaze,0.99,2.325
amazed,0.99,2.238
amazedly,0.76,0.71
amazedness,0.57,0.174
amazement,0.99,2.1919999999999997
amazing,1.0,2.426
amazingly,0.99,2.239
amazonite,0.59,0.22399999999999998
ambary,0.11,-1.205
ambassador,0.99,2.165
ambassadorial,0.83,0.946
ambassadorship,0.93,1.419
ambassadress,0.5,0.006999999999999999
amber,1.0,2.576
ambergris,0.53,0.068
amberoid,0.22,-0.758
ambiance,0.97,1.88
ambidexterity,0.95,1.565
ambidexterous,0.98,1.94
ambidextrous,0.98,1.8880000000000001
ambidextrously,0.95,1.578
ambidextrousness,0.91,1.304
ambience,0.98,2.016
ambient,0.98,2.005
ambiguity,0.99,2.173
ambiguous,1.0,2.449
ambiguously,0.99,2.1790000000000003
ambiguousness,0.9,1.276
ambit,0.36,-0.36200000000000004
ambition,1.0,2.576
ambitionless,0.91,1.324
ambitious,1.0,2.4419999999999997
ambitiously,0.97,1.858
ambitiousness,0.92,1.359
ambivalence,0.97,1.784
ambivalent,0.97,1.8019999999999998
amble,0.96,1.703
ambler,0.77,0.728
ambling,0.89,1.214
amblygonite,0.14,-1.055
amblyopia,0.26,-0.649
amblyopic,0.33,-0.428
ambo,0.12,-1.172
ambos,0.13,-1.129
amboyna,0.06,-1.505
ambrosia,0.96,1.7009999999999998
ambrosial,0.78,0.778
ambrosially,0.5,0.006
ambry,0.24,-0.706
ambulance,0.99,2.244
ambulant,0.82,0.892
ambulate,0.83,0.958
ambulation,0.82,0.9179999999999999
ambulatory,0.93,1.4480000000000002
ambuscade,0.26,-0.65
ambush,0.99,2.323
ambusher,0.94,1.5530000000000002
amebic,0.65,0.373
ameliorable,0.61,0.28
ameliorant,0.53,0.073
ameliorate,0.7,0.523
amelioration,0.69,0.483
ameliorative,0.65,0.379
ameliorator,0.6,0.263
amen,0.99,2.239
amenability,0.82,0.902
amenable,0.92,1.35
amenableness,0.67,0.449
amenably,0.77,0.715
amend,0.98,1.96
amendable,0.93,1.48
amendatory,0.55,0.11599999999999999
amender,0.54,0.109
amendment,0.99,2.313
amends,1.0,2.336
amenity,0.96,1.754
amenorrhea,0.45,-0.121
amentia,0.3,-0.524
amerce,0.16,-0.981
americanize,0.94,1.525
americium,0.4,-0.261
amethyst,0.96,1.71
amethystine,0.57,0.18100000000000002
amiability,0.93,1.426
amiable,0.95,1.59
amiableness,0.78,0.75
amiably,0.93,1.412
amicability,0.89,1.1840000000000002
amicable,0.96,1.7080000000000002
amicableness,0.72,0.5820000000000001
amicably,0.94,1.545
amice,0.2,-0.8420000000000001
amid,0.98,1.992
amide,0.27,-0.606
amidic,0.18,-0.9179999999999999
amidogen,0.14,-1.078
amidships,0.56,0.14
amidst,0.99,2.0580000000000003
amigo,0.91,1.304
amine,0.4,-0.245
amino,0.94,1.5430000000000001
aminoacidemia,0.36,-0.35
aminoaciduria,0.31,-0.479
aminophenol,0.52,0.04
amiss,0.97,1.77
amitosis,0.47,-0.087
amitotic,0.26,-0.628
amity,0.77,0.732
ammeter,0.35,-0.389
ammine,0.26,-0.649
ammo,0.94,1.516
ammonal,0.24,-0.713
ammonia,0.99,2.157
ammoniac,0.51,0.019
ammoniate,0.54,0.09
ammonic,0.48,-0.038
ammonite,0.74,0.621
ammonites,0.62,0.299
ammonium,0.9,1.264
ammunition,0.99,2.248
amnesia,1.0,2.353
amnesiac,0.91,1.294
amnesic,0.77,0.726
amnestic,0.49,-0.019
amnesty,0.98,2.015
amniocentesis,0.69,0.478
amnion,0.34,-0.39899999999999997
amniotic,0.89,1.2
amoeba,0.97,1.8159999999999998
amoebae,0.75,0.675
amoebaean,0.48,-0.054000000000000006
amoebic,0.9,1.251
amoeboid,0.56,0.147
amok,0.84,0.987
amole,0.2,-0.8140000000000001
among,0.98,2.033
amongst,0.99,2.181
amontillado,0.33,-0.424
amoral,0.89,1.229
amorality,0.9,1.261
amoretto,0.63,0.335
amorism,0.6,0.242
amorist,0.66,0.397
amoroso,0.31,-0.48
amorous,0.95,1.589
amorously,0.94,1.546
amorousness,0.86,1.075
amorphous,0.92,1.3980000000000001
amorphously,0.82,0.912
amorphousness,0.77,0.7290000000000001
amortizable,0.54,0.095
amortization,0.68,0.469
amortize,0.64,0.348
amount,0.99,2.191
amour,0.9,1.2409999999999999
amoxicillin,0.88,1.169
amp,0.98,2.017
ampelopsis,0.14,-1.08
amperage,0.7,0.518
ampere,0.69,0.47700000000000004
ampersand,0.81,0.867
amphetamine,0.96,1.67
amphibian,0.99,2.311
amphibiotic,0.63,0.336
amphibious,0.97,1.83
amphibiously,0.88,1.159
amphibiousness,0.72,0.588
amphibole,0.38,-0.302
amphibological,0.52,0.044000000000000004
amphibology,0.51,0.03
amphiboly,0.15,-1.004
amphibrach,0.18,-0.8959999999999999
amphigoric,0.36,-0.35
amphigory,0.25,-0.6759999999999999
amphimacer,0.07,-1.452
amphioxus,0.24,-0.7040000000000001
amphipod,0.56,0.162
amphiprostyle,0.17,-0.948
amphisbaena,0.07,-1.425
amphitheater,0.97,1.784
amphitheatric,0.6,0.263
amphitheatrically,0.55,0.135
amphora,0.65,0.38
amphoteric,0.39,-0.28800000000000003
ampicillin,0.54,0.10800000000000001
ample,0.98,1.9169999999999998
ampleness,0.88,1.148
amplification,1.0,2.428
amplificatory,0.66,0.40299999999999997
amplifier,0.99,2.13
amplify,0.99,2.305
amplitude,0.95,1.631
amply,0.92,1.355
ampoule,0.51,0.037000000000000005
ampulla,0.37,-0.32299999999999995
amputate,1.0,2.427
amputation,1.0,2.576
amputee,0.99,2.258
amrita,0.1,-1.271
amt,0.12,-1.147
amuck,0.8,0.815
amulet,0.96,1.703
amusable,0.83,0.938
amuse,1.0,2.435
