"word","AoA","Prevalence","concreteness","valence","arousal","dominance"
"child","2","2.58","4.78","7.2","5.33","5.2"
"childbirth","4","2.18","4.04","6.62","5.62","5.14"
"childhood","2","2.58","2.53","6.65","3.73","5.3"
"childish","4","2.58","2.52","4.89","5","4.38"
"childless","6","2.33","3.07","3.57","3.29","5.8"
"childlike","4","2.01","2.34","5.9","5.15","5.14"
"children","2","2.43","4.89","6.36","5.09","5.95"
"chili","2","1.24","4.79","4.45","4.62","6.3"
"chill","12","2.24","2.89","5.16","3.25","5.55"
"chilling","10","2.58","2.74","4.67","5.64","4.33"
"chilly","4","2.26","3.56","4.41","5","4.74"
"chime","6","2.26","4.4","6.05","4.1","6.21"
"chimney","2","2.16","5","4.89","2.45","5.19"
"chimp","2","2.23","4.96","6","3.8","4.95"
"chimpanzee","2","2.33","4.96","6.39","3.9","5.28"
"chin","2","2.33","4.89","5.07","3.84","5.48"
"chinchilla","6","1.86","4.72","6.15","4.43","5.56"
"chip","2","2.44","4.71","6.32","2.75","4.58"
"chipmunk","2","2.34","4.97","7.33","3.8","4.96"
"chipper","10","2.18","3.22","5.95","4.75","5.18"
"chiropractor","10","1.95","4.86","5.3","4.29","4.68"
"chirp","2","2.34","4","5.9","4.15","5.58"
"chisel","4","2.06","4.63","5.25","3.55","5.19"
"chivalry","10","2.18","1.88","6.7","3.95","5.81"
"chloride","6","1.97","3.74","4.32","4.36","5.85"
"chlorine","8","2.1","4.5","3.84","4.43","5.5"
"chloroform","8","2.11","3.78","3","6.15","4.19"
"chocolate","2","2.43","4.72","7.63","5.14","5.88"
"choice","4","2.58","1.9","6.36","3.52","6.56"
"choir","6","2.33","4.34","6.15","3.29","4.68"
"choke","2","2.31","3.97","2.42","5.3","3.74"
"cholera","10","1.81","3.26","2.68","4","4.35"
"cholesterol","8","2.43","3.4","3.76","3.05","5.95"
"choose","2","2.43","2.62","6","3.6","6.83"
"choosy","6","1.44","1.6","5.29","3.4","5.53"
"chop","2","2.58","4.48","4.6","4.43","5.76"
"chopper","2","2.24","4.07","5.05","3.55","5.44"
"chord","6","2.18","4.29","5.75","2.72","5.35"
"chore","4","2.01","3.78","3.9","4.8","5.08"
"choreography","14","2.07","3.22","5.95","5.82","6.05"
"chorus","4","2.25","4.03","6","4.2","5.26"
"chow","4","1.92","4.47","6.16","4.17","5.89"
"chowder","6","2.12","4.7","6","3.91","6.24"
"christen","8","1.14","2.79","5.7","3.1","4.77"
"chrome","6","2.58","4.5","6.26","4","5.25"
"chromium","10","1.42","4.33","4.8","2.9","5.08"
"chromosome","12","2.06","4.11","4.95","2.88","3.59"
"chronic","10","2.58","2.17","3.86","4.91","4.26"
"chronicle","10","2.32","2.96","6.1","3.59","5.71"
"chubby","2","2.34","3.76","4.33","4.88","5.11"
"chuck","8","2.02","3.82","5.06","3.95","5.04"
"chuckle","2","2.24","3.82","7.1","5.3","5.71"
"chug","6","1.78","3.68","5.2","3.19","5.68"
"chum","2","1.94","3.81","5.3","4.18","6"
"chummy","6","1.7","1.93","5.95","4.21","6.23"
"chump","6","2.01","3.19","4.1","3.95","4.05"
"chunk","4","2.26","3.86","4.67","4","5.48"
"chunky","6","2.24","3.69","4.1","3.41","4.14"
"church","2","2.32","4.9","5.21","3.63","5.04"
"churn","2","1.89","4","4.84","4.28","4.35"
"chute","8","1.54","4.61","4.05","2.71","5.45"
"cider","2","2.44","4.97","5.6","3.41","5.84"
"cigar","4","2.18","4.93","4.4","4.27","6.16"
"cigarette","4","2.37","4.88","3","4","5.05"
"cinch","6","1.17","3.07","4.47","3.3","5"
"cinder","6","1.76","4.54","4.8","3.91","5.76"
"cinema","8","2.58","4.69","6.86","6.05","5.94"
"cinnamon","4","2.19","4.85","6.75","3.72","5.91"
"cipher","12","1.41","3.58","5.71","4.55","5.53"
"circle","2","2.43","4.44","5.76","3.33","5.38"
"circuit","8","2.58","3.83","4.82","4.35","5.56"
"circular","4","2.33","3.79","5.47","3.4","5.25"
"circulate","6","2.09","2.88","5.19","4","5.68"
"circulation","6","2.58","3.03","5.71","4.05","5.59"
"circulatory","8","2.16","3.43","5.47","4.29","5.32"
"circumference","6","2.43","3.96","5.24","2.71","5.3"
"circumstance","8","2.32","1.77","5","3.41","5.5"
"circumstantial","10","2.13","1.96","4","4.5","5.05"
"circumvent","13","1.77","2.25","5","4","5.42"
"circus","2","2.32","4.43","5.85","5.45","4.94"
"citadel","10","1.6","4.61","5.61","3.85","5.56"
"citation","10","1.96","3.66","3.7","3.8","3.86"
"cite","12","1.63","3.07","4.95","4","6.19"
"citizen","4","2.42","4.43","6.43","2.63","5.95"
"citizenship","6","2.34","2.96","7.24","5.58","5.89"
"citrus","6","2.58","4.21","6.36","4.16","6.46"
"city","2","2.35","4.79","6.12","5.08","5.04"
"civic","10","2.24","2.45","5.74","3.5","5.5"
"civics","6","1.82","2.21","5.33","3.85","5.05"
"civil","6","2.32","2.07","5.8","2.95","6.04"
"civilian","6","2.32","4.25","5.48","3.7","5.58"
"civility","13","1.71","1.62","5.87","3.18","5.95"
"civilization","6","2.44","3.32","6.2","3.7","6"
"claim","6","2.34","2.96","5.15","3.9","6.06"
"clairvoyant","13","1.85","2.31","5.79","5.35","5.5"
"clam","6","2.03","4.89","4.7","3.36","5.32"
"clambake","10","0.73","3.62","4.6","4.17","5.4"
"clammy","8","2.16","3.03","3.81","2.95","3.45"
"clamp","4","2.43","4.53","4.6","5.05","4.58"
"clan","10","2.33","3.46","5.2","3.78","4.35"
"clang","4","1.42","3.96","4.1","4.61","5.35"
"clap","2","2.43","4.16","6.05","5.15","6.19"
"clapper","10","1.84","3.92","5.16","4.45","5.26"
"clarification","6","2.25","1.93","6.06","3.25","5.64"
"clarify","6","2.32","2.07","6","2.85","6.04"
"clarinet","4","2.22","4.92","4.74","3.06","5.06"
"clarity","8","2.34","2","7.26","3.64","6.59"
"clash","6","2.16","2.63","3.96","5.67","4.32"
"clasp","6","2.58","4.41","5.19","3.52","5.47"
"class","2","2.25","3.85","5.73","4.43","5.24"
"classic","6","2.58","2","6.32","3.62","6.29"
"classical","10","2.58","2.18","6.79","3.75","6.25"
"classification","6","2.58","2.52","4.77","3.45","5.74"
"classified","10","2.23","2.21","5.53","4.61","4.68"
"classify","6","2.09","2.41","5.6","4.25","6.35"
"classmate","4","2.33","4.32","5.95","3.32","5.61"
"classroom","2","2.25","4.76","5.57","4","5.05"
"classy","6","2.16","2.12","6.63","4.14","6.21"
"clatter","4","1.92","3.19","4.05","5.04","4.79"
"clause","8","2.16","2.73","4.9","3.32","4.8"
"claustrophobia","10","2.06","2.52","2.9","5.33","3.71"
"clavicle","10","1.79","4.5","4.42","4","5.25"
"claw","2","2.08","4.83","4.65","3.65","3.8"
"clay","2","2.24","4.93","5.45","3.84","5.64"
"clean","2","2.22","3.07","7.09","3.57","6.11"
"cleaner","2","2.25","3.78","5.8","3.17","6.14"
"cleanliness","6","2.32","2.63","7.21","4.05","6.95"
"cleanse","4","2.27","3.31","6.65","4.53","6.42"
"cleanser","2","2.2","4.59","6.4","3.61","6.24"
"clear","4","2.35","3.55","6.14","2.71","6.17"
"clearance","4","2.33","2.19","6.62","4.5","5.5"
"cleat","8","1.21","4.5","4.24","3.61","5.42"
"cleavage","14","2.44","4.64","5.53","6.29","5.71"
"cleaver","8","1.97","4.7","4.95","5.1","5.44"
"cleft","12","1.99","4.31","4.36","3.54","4.57"
"clench","6","2.05","4.25","3.68","4.11","4.53"
"clergy","10","2.18","4.03","4.8","2.95","5.16"
"cleric","12","1.49","4.39","4.65","3.18","4.43"
"clerical","8","1.88","2.93","4.65","3.15","4.77"
"clerk","4","2.25","4.28","4.76","3.85","5.24"
"clever","4","2.58","1.79","7.36","5.25","7"
"cleverness","2","2.17","2.07","6.95","5.55","7.1"
"click","6","2.25","4.03","5.7","2.81","5.52"
"client","10","2.43","3.9","5.22","2.95","4.83"
"clientele","12","1.4","3.31","5.1","3.74","5.89"
"cliff","4","2.32","4.71","4.77","5.18","4.09"
"climate","2","2.45","3.5","5.8","3.95","4"
"climax","8","2.27","2.86","7.53","6.83","6.21"
"climb","2","2.44","4.11","5.62","3.95","5.61"
"climber","6","2.33","4.5","6","4.45","5.33"
"clinch","6","1.97","2.92","4.85","4","5.09"
"cling","6","2.07","3.59","4.8","4","4.63"
"clinic","6","2.44","4.24","4.95","2.95","4.52"
"clinical","10","2.44","2.52","4.82","4.1","4.7"
"clink","8","1.65","3.2","5","4.68","5.1"
"clip","2","2.33","4.37","5.36","2.9","5.37"
"clipper","6","2.43","4.3","5.67","3.44","5.25"
"clipping","6","2.44","4","5.1","4.15","5.95"
"clique","10","2.32","2.68","4.06","4.42","4.6"
"clitoris","14","2.17","4.93","5.57","5.65","6.08"
"cloak","6","2.24","4.71","5.95","4.1","5.13"
"cloakroom","2","1.48","4.48","4.95","2.95","5.45"
"clobber","6","1.87","3.55","4","4.43","4.15"
"clock","2","2.3","5","5.65","3.35","5.24"
"clockwork","10","2.32","3.36","5.58","4.23","5.48"
"clog","6","2.34","3.47","2.95","3.23","3.58"
"clone","12","2.58","4.34","4.18","3.95","5"
"cloning","14","2.13","2.69","4.29","4.86","4.32"
"close","2","2.44","3.2","5.23","3.81","5.94"
"closeness","6","2.23","2.39","6.85","3.9","6.48"
"closet","2","2.34","4.83","5.1","3.55","6.63"
"closure","12","2.33","1.78","5.21","3.19","5.7"
"clot","6","2.1","4.2","2.95","4.17","3.71"
"cloth","2","2.58","4.9","6.2","2.58","5.4"
"clothe","8","1.37","3.5","5.74","3.64","5.61"
"clothes","2","2.21","4.76","6.77","3.14","5.47"
"clothesline","2","1.77","4.86","5.23","4.31","5.88"
"clothing","2","2.58","4.43","6.37","4.44","6.72"
"cloud","2","2.44","4.54","6.2","2.81","4.79"
"cloudy","2","2.33","4","4.89","3.36","3.65"
"clove","8","2.19","4.42","5.53","3.32","5.54"
"clover","4","2.43","4.69","5.37","3.06","5.41"
"clown","2","2.43","4.9","5.36","4.94","4.38"
"club","2","2.32","3.78","6.5","3.76","5.11"
"clubhouse","2","2.24","4.61","6.47","3.77","5.74"
"cluck","2","1.86","3.33","4.75","3.9","4.81"
"clue","4","2.58","2.93","5.38","3.52","5.39"
"clump","6","2.06","4","3.92","3.25","4.36"
"clumsy","6","2.13","2.77","4.14","4.12","4"
"clunk","6","1.67","3.26","4.4","4.1","4.88"
"cluster","8","2.33","4.04","5.05","4.21","4.89"
"clutch","6","2.44","3.7","4.8","4.04","5.19"
"clutter","10","2.44","3.68","3.67","3.68","3.19"
"coach","4","2.34","4.12","5.72","3.35","4.11"
"coachman","8","1.52","4.12","5.22","3.05","4.28"
"coal","6","2.35","4.66","4.56","2.55","4.88"
"coalition","12","1.77","2.75","4.9","3.9","5.6"
"coarse","6","2.25","3.25","4.5","3.66","5.16"
"coast","2","2.43","4.21","5.9","4.17","5.78"
"coastal","6","2.18","3.89","6.21","4.3","5.05"
"coaster","10","2.45","4.68","5.48","3.39","5.12"
"coastline","6","2.12","4.54","7.5","3.45","5"
"coat","2","2.31","4.97","5.29","3.1","6.68"
"coating","2","2.44","3.97","5.25","3.59","5.63"
"coax","6","1.89","2.7","5.26","4.48","5.05"
"cobalt","10","2.03","4.46","5.63","3.35","6.17"
"cobbler","4","2.06","4.53","6","2.92","4.79"
"cobra","6","2.31","5","4.42","5.71","3.74"
"cocaine","10","2.34","4.52","3.05","4.5","3.56"
"cock","4","2.1","4.79","5.05","5.74","5.5"
"cockeyed","6","2.04","3.76","3.95","4.45","4.38"
"cockpit","6","2.58","4.27","5.53","4.9","5.61"
"cockroach","6","2.13","4.96","2.46","5.22","3.57"
"cocktail","2","2.43","4.4","6.95","5.6","5.86"
"cocky","8","2.58","2.31","3.45","5.8","5.27"
"cocoa","2","2.14","4.89","7.33","5","6.32"
"coconut","2","2.43","4.79","6.55","4.67","5.76"
"cocoon","6","1.97","4.83","5.22","2.85","4.41"
"cod","4","2.02","4.61","5.21","3.95","5.37"
"code","4","2.44","3","4.67","2.76","4.83"
"codeine","10","1.34","4.08","4.85","4.72","3"
"codfish","6","1.69","4.71","5.16","3.05","4.95"
"coed","8","1.3","3.08","5.68","3.62","4.48"
"coerce","14","1.69","2.04","3.32","5.45","5.87"
"coercion","13","1.24","1.71","3.5","4.33","5.12"
"coexist","12","1.99","2.25","5.95","3.48","5.92"
"coffee","2","2.3","4.81","7","5.1","6.12"
"coffin","4","2.32","4.86","2.63","4.3","3.72"
"cog","10","1.52","4.46","4.55","4","5.16"
"cognac","12","1.47","4.54","4.85","4.81","5.42"
"cognitive","13","2.17","1.63","5.68","5.27","6.47"
"coherent","12","2.11","2","5.95","3.09","5.96"
"coil","6","2.26","4.56","4.94","3.72","4.82"
"coin","2","2.33","4.89","6.55","3.13","6.24"
"coincide","10","2.43","2.26","5.27","3.88","5.25"
"coincidence","8","2.26","1.57","5.58","3.86","4.64"
"coincidental","12","2.24","1.7","5.68","4.15","4.46"
"coke","2","2.18","4.83","6.55","4.3","5.53"
"cola","14","2.33","4.79","5.67","4.29","6"
"cold","2","2.22","3.85","4.32","3.55","5.17"
"coleslaw","4","2.26","4.67","4.9","3.45","6.38"
"colic","12","1.31","3.21","2.95","2.89","2.95"
"coliseum","8","0.94","4.93","5.56","4.06","5.94"
"collaborate","10","2.58","1.81","6.15","4.3","6.23"
"collage","10","2.26","4.6","5.05","3.44","4.53"
"collagen","13","1.76","3.67","4.26","3.8","4.8"
"collapse","6","2.45","3.67","3.37","6.14","3.74"
"collar","2","2.18","4.64","4.95","3.33","4.63"
"collarbone","4","2.03","4.85","5.1","2.86","5.41"
"collateral","10","2.09","2.28","4.11","3.9","5.55"
"colleague","10","2.17","3.79","5.26","3.5","5.7"
"collect","2","2.44","3.34","5.9","3.14","5.48"
"collection","2","2.44","4.04","5.9","4.44","6.9"
"collective","12","2.24","2.52","5.19","2.86","5.4"
"collector","2","2.44","4.1","5.27","4.91","5.47"
"college","2","2.42","4.62","6.44","4","5.89"
"collegiate","12","1.64","3.32","5.3","4.95","5.85"
"collide","6","2.26","4","3.1","4.33","3.95"
"collie","2","1.31","4.77","6.8","3.68","5.79"
"collision","6","2.19","3.61","2.95","5.9","2.57"
"cologne","4","2.43","4.76","6.05","3.6","5.44"
"colon","8","2.15","4.66","4.04","3.64","4.7"
"colonel","6","2.18","3.89","5.18","3.9","5.72"
"colonial","6","2.31","2.75","4.95","2.71","5.1"
"colony","4","2.58","3.77","5.52","4.17","5.04"
"color","2","1.91","4.08","7.05","3.18","5.95"
"colored","2","2.3","4","6.57","4.73","5.36"
"colorful","2","2.09","3.78","7.43","3.59","5.96"
"coloring","2","2.08","3.59","6.29","4.41","6.77"
"colossal","8","1.92","2.69","4.33","4.96","5.14"
"columbine","14","1.29","3.68","3.7","5.14","3.85"
"column","4","2.58","4.48","5","3.11","5.24"
"columnist","6","2.32","4.14","5.47","3.25","5.5"
"coma","6","2.58","3.69","1.89","3.05","2.71"
"comatose","14","1.69","3.62","2","3.15","3.4"
"comb","2","2.42","5","5.65","2.33","6.68"
"combat","4","2.58","3.67","2.95","6.09","4"
"combative","12","1.98","2.28","3.65","5.6","4.59"
"combination","4","2.43","2.86","5.47","3.5","5.96"
"combine","4","2.45","3.41","4.84","3.64","5.54"
"combo","8","2.04","3.37","6.17","4.48","5.5"
"combustion","8","2.58","3.86","4.43","6.26","4.14"
"come","2","2.19","2.72","5.64","3.57","5.94"
"comeback","6","1.91","2.23","6.14","4.89","6.67"
"comedian","4","2.32","4.04","7.6","5.78","6.48"
"comedy","4","2.32","3.1","8.05","6","5.55"
"comet","8","2.03","4.67","6.9","4.8","4.64"
"comfort","2","2.58","2.89","7.24","2.76","7.18"
"comfortable","2","2.31","2.33","7.67","2.38","6.89"
"comforter","6","2.19","4.7","6.65","3.85","5.67"
"comic","2","2.33","4","7.5","4.3","5.6"
"comical","6","2.33","2.97","6.95","5.1","5.64"
"comma","2","2.17","4.65","4.47","3.23","5.11"
"command","2","2.44","2.48","4.19","4.65","7.21"
"commandant","10","1.22","3.77","5.16","3.95","4.38"
"commandeer","12","1.52","3.7","4.43","4.45","5.74"
"commander","2","2.43","4.31","4.73","4.6","6.68"
"commanding","4","2.58","2.31","4.57","5.95","4.64"
"commandment","6","2.13","2.53","5.55","4.16","5.19"
"commando","13","2.08","3.9","5.52","5.95","4.47"
"commemorate","10","2.16","2.2","5.74","2.76","5.7"
"commence","10","2.26","2.83","5.32","3.81","5.95"
"commend","10","2.32","2.14","7","3.23","6.14"
"commendable","12","2.09","2.21","6.76","3.75","6.68"
"commendation","10","1.79","2.44","6.19","4.71","4.75"
"comment","6","2.31","3.29","5.65","3.56","5.96"
"commentary","12","2.24","2.96","5.5","3.5","5.45"
"commentator","8","2.01","4.15","5.11","4.1","5.17"
"commerce","8","2.34","2.76","5.21","3.95","4.85"
"commercial","4","2.44","3.24","4.11","4.43","4.35"
"commissary","13","1.6","3.58","5","3.36","5.95"
"commission","6","2.33","3.04","5.81","4.59","5.38"
"commissioner","2","2.08","3.64","4.68","3.25","5.65"
"commit","8","1.97","2.17","5.85","3.5","6.63"
"commitment","10","2.44","1.74","6.33","4.26","6"
"committee","6","2.2","4.14","5.52","3.56","5.56"
"commodity","10","2.01","2.91","5.86","3.75","5.38"
"commodore","6","1.65","3.88","4.82","3.05","5.14"
"common","6","2.44","2.07","5.94","2.43","5.83"
"commoner","10","2.04","3.79","4.42","3.05","5.05"
"commonplace","8","2.07","2.2","5.48","3","5.47"
"commotion","6","2.17","2.71","4.1","3.73","4.3"
"communal","12","1.92","2.67","5.47","3","4.89"
"commune","10","1.87","2.89","5","3.77","5.24"
"communicate","4","2.32","3.43","6.28","3.79","6.8"
"communication","4","2.44","2.9","6.73","4.16","6.43"
"communion","8","2.22","3.39","5.37","3.5","4.71"
"communism","6","2.17","1.86","2.94","5.1","3.12"
"communist","6","2.34","3.5","3.22","5.1","4.12"
"community","4","2.58","3.52","6.09","3.8","7.11"
"commute","8","2.26","3.79","4.14","3.15","4.59"
"commuter","8","1.91","3.03","4.63","3.6","5.68"
"compact","6","2.42","3.04","4.95","3.75","5"
"companion","4","2.43","3.75","7.25","4.06","6.09"
"companionship","4","2.16","2.45","7.9","5.05","6"
"company","4","2.58","4.11","5.64","3.29","5"
"comparable","8","2.23","2.31","5.4","4","5.95"
"comparative","12","2.25","1.74","5.05","3.91","6.56"
"compare","4","2.1","2.52","5.09","3.78","6.37"
"comparison","6","2.25","2","5.11","2.92","5.64"
"compartment","6","2.32","3.57","5.36","3.57","4.89"
"compass","4","2.32","4.66","5.75","2.85","5.75"
"compassion","12","2.35","1.89","7.9","4.5","6.36"
"compassionate","12","2.23","1.79","7.95","4.73","6.86"
"compatible","12","2.44","2.31","6.29","4.04","6.29"
"compel","10","1.36","1.83","4.89","4.33","5.59"
"compensate","12","2.44","2.65","6.36","5.47","6.2"
"compensation","10","2.25","3.25","6.55","4.73","6.63"
"compete","8","2.04","2.57","5.35","4.4","5.68"
"competence","12","2.17","1.78","6.15","3.72","6.5"
"competent","12","2.58","1.93","6.05","4.09","6.44"
"competition","6","2.45","3.86","5.33","5.75","5.14"
"competitive","8","2.42","1.89","5.45","5.7","5.5"
"competitor","6","2.31","3.23","4.45","6.32","5.68"
"compile","10","2.19","2.64","5.21","3.75","5.82"
"complacent","13","2.06","2.17","4.53","3.71","5"
"complain","4","2.58","2.6","3.1","5.18","5.1"
"complaint","4","2.43","2.69","3.21","4.29","3.75"
"complement","8","2","2","6.7","5.9","6.77"
"complete","2","2.34","2.7","6.5","2.57","7.17"
"completion","6","2.43","2.33","7.38","4.24","7.73"
"complex","8","2.31","1.96","4.21","4.6","5.25"
"complexion","6","2.04","3.36","5.42","4.55","5.21"
"complexity","8","2.58","1.87","5.37","5.13","5.84"
"compliance","12","2.58","1.96","5.18","2.85","3.4"
"complicate","6","2.43","1.65","3.3","4.95","4.52"
"complicated","6","2.58","2.21","3.82","5.75","5.79"
"complication","6","2.44","1.86","3.05","4.55","3.83"
"complicity","14","1.64","1.7","4.45","3.59","5.56"
"compliment","6","2.23","2.82","7.24","5.9","6.14"
"complimentary","8","2.26","2.37","6.9","5.15","5.92"
"comply","10","2","2.19","4.25","2.68","4.7"
"component","12","2.34","3.04","5.62","4.27","5.74"
"compose","6","2.58","2.83","5.64","3.85","5.8"
"composer","4","2.31","4.37","6.42","3.36","5.59"
"composite","6","2.22","3.29","4.89","3.55","5.35"
"composition","6","2.32","3.1","5.52","3.4","5.89"
"compost","14","2.44","4.46","5.47","2.71","4.52"
"compound","4","2.26","3.03","5.62","3.5","5.45"
"comprehend","10","2.58","1.86","6.57","3.94","6.73"
"comprehension","10","2.44","1.78","6.24","3.33","6.1"
"comprehensive","13","2.58","1.82","6.79","3.6","6.08"
"compress","6","2.58","3.97","4.85","5","4.88"
"compression","6","2.58","3.07","4.79","4.19","4.77"
"compressor","8","2.33","4.39","5.32","3.62","5.13"
"compromise","8","2.58","1.8","5.62","3.36","6.37"
"compulsion","10","2.14","1.79","3.95","4.89","3"
"compulsory","12","2.03","1.96","4.16","3.72","4.06"
"compute","12","2.44","2.39","5.74","3.45","6.68"
"computer","2","2.58","4.93","6.84","4.92","6.58"
"comrade","6","2.06","3.69","7.3","4.25","5.68"
"con","6","1.89","2.5","3.21","4.52","3.95"
"conceal","6","2.33","3.19","3.95","3.74","6.05"
"concealment","6","2","2.52","4.21","4.45","5.09"
"concede","12","2.07","1.96","4.48","2.73","4.78"
"conceit","8","2.05","2.1","3.75","4.1","4.04"
"conceited","8","2.15","1.62","2.75","6.58","4.92"
"conceivable","12","2.22","1.69","5.6","4.41","6.53"
"conceive","12","2.27","2.04","5.63","4.95","5.92"
"concentrate","6","2.34","2.48","6.46","5.11","6.67"
"concentration","6","2.58","2.1","5.45","4","6.63"
"concept","12","2.58","1.41","4.89","2.9","5.37"
"conception","12","2.58","2.24","6","6.09","4.44"
"concern","6","2.26","1.7","5.05","4.7","5.55"
"concerned","6","2.43","1.86","4.61","3.95","4.61"
"concert","4","2.34","4.35","7","5.17","5.4"
"concerto","6","1.37","3.75","5.7","3.14","5.67"
"concession","8","2.44","2.71","5.32","3.71","5.8"
"conch","14","1.4","4.52","5.37","3.48","5.14"
"concierge","14","1.87","3.89","5.35","3.39","5.07"
"concise","12","2.1","1.88","5.47","3.3","5.47"
"conclude","6","2.44","1.78","4.81","2.57","5.85"
"conclusion","6","2.44","2.11","4.8","3.95","6.63"
"conclusive","6","2.45","1.52","5.32","3.92","6.79"
"concoction","10","1.98","3.5","5.52","4.16","5.63"
"concourse","12","1.65","3.96","4.9","3.71","5.2"
"concrete","4","2.26","4.59","4.82","3.63","5.9"
"concubine","14","1.6","3.36","3.53","5.33","4.91"
"concur","12","2.17","2.08","6","3.6","5.29"
"concussion","6","2.26","3.19","3.45","3.96","3.74"
"condemn","6","1.87","1.96","2.62","5.33","4.17"
"condemnation","6","2.25","2.04","3.15","4.1","3.18"
"condition","6","2.32","2.15","4.32","4.15","6.53"
"condom","12","2.32","4.87","5.44","5.38","6.26"
"condone","12","2.07","1.79","5.1","3.57","5.48"
